# curie_map:
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#   oboinowl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/fa692b60-196a-4898-8e56-5567fd271b7f
subject_id	object_id	predicate_id	mapping_justification	match_string	mapping_tool	mapping_date
NCIT:C42610	mesh:D020463	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000723	umls_ingest	2023-11-29
NCIT:C34331	mesh:D003085	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000729	umls_ingest	2023-11-29
NCIT:C26682	mesh:D015746	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000737	umls_ingest	2023-11-29
NCIT:C32040	mesh:D000009	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000739	umls_ingest	2023-11-29
NCIT:C12665	mesh:D000010	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000741	umls_ingest	2023-11-29
NCIT:C14416	mesh:D000011	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000742	umls_ingest	2023-11-29
NCIT:C84525	mesh:D000012	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000744	umls_ingest	2023-11-29
NCIT:C2849	mesh:D000013	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000768	umls_ingest	2023-11-29
NCIT:C168497	mesh:D000015	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000772	umls_ingest	2023-11-29
NCIT:C76245	mesh:D000017	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000778	umls_ingest	2023-11-29
NCIT:C98702	mesh:D000018	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000780	umls_ingest	2023-11-29
NCIT:C73436	mesh:D037881	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000781	umls_ingest	2023-11-29
NCIT:C34336	mesh:D000022	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000786	umls_ingest	2023-11-29
NCIT:C34337	mesh:D000024	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000804	umls_ingest	2023-11-29
NCIT:C50652	mesh:D000030	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000814	umls_ingest	2023-11-29
NCIT:C92894	mesh:D000032	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000820	umls_ingest	2023-11-29
NCIT:C112857	mesh:D000033	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000821	umls_ingest	2023-11-29
NCIT:C163576	mesh:D000036	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000829	umls_ingest	2023-11-29
NCIT:C26685	mesh:D000037	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000832	umls_ingest	2023-11-29
NCIT:C26686	mesh:D000038	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000833	umls_ingest	2023-11-29
NCIT:C120864	mesh:Q000002	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000846	umls_ingest	2023-11-29
NCIT:C119580	mesh:D020095	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000850	umls_ingest	2023-11-29
NCIT:C86046	mesh:D000043	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000857	umls_ingest	2023-11-29
NCIT:C80123	mesh:D000045	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000869	umls_ingest	2023-11-29
NCIT:C118934	mesh:D000048	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000879	umls_ingest	2023-11-29
NCIT:C50450	mesh:D015823	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000880	umls_ingest	2023-11-29
NCIT:C12523	mesh:D000050	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000886	umls_ingest	2023-11-29
NCIT:C54252	mesh:D000051	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000887	umls_ingest	2023-11-29
NCIT:C26687	mesh:D000052	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000889	umls_ingest	2023-11-29
NCIT:C32041	mesh:D000055	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000905	umls_ingest	2023-11-29
NCIT:C34340	mesh:D000059	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000924	umls_ingest	2023-11-29
NCIT:C34342	mesh:D000061	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000929	umls_ingest	2023-11-29
NCIT:C34343	mesh:D000062	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000930	umls_ingest	2023-11-29
NCIT:C68767	mesh:D000064	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000934	umls_ingest	2023-11-29
NCIT:C198513	mesh:D000065	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000936	umls_ingest	2023-11-29
NCIT:C93211	mesh:D000069	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000943	umls_ingest	2023-11-29
NCIT:C61525	mesh:D000070	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000946	umls_ingest	2023-11-29
NCIT:C81044	mesh:C084650	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000948	umls_ingest	2023-11-29
NCIT:C76985	mesh:D000072	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000949	umls_ingest	2023-11-29
NCIT:C75152	mesh:D000074	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000956	umls_ingest	2023-11-29
NCIT:C77568	mesh:D000075	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000959	umls_ingest	2023-11-29
NCIT:C76652	mesh:D000075	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000960	umls_ingest	2023-11-29
NCIT:C32042	mesh:D000077	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000962	umls_ingest	2023-11-29
NCIT:C44328	mesh:D000079	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000966	umls_ingest	2023-11-29
NCIT:C83515	mesh:D000080	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000967	umls_ingest	2023-11-29
NCIT:C198	mesh:D000082	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000970	umls_ingest	2023-11-29
NCIT:C76696	mesh:C508827	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000973	umls_ingest	2023-11-29
NCIT:C94719	mesh:D000085	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000975	umls_ingest	2023-11-29
NCIT:C28809	mesh:D000086	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000981	umls_ingest	2023-11-29
NCIT:C61623	mesh:D019342	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000983	umls_ingest	2023-11-29
NCIT:C76285	mesh:C031800	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000986	umls_ingest	2023-11-29
NCIT:C47380	mesh:D000092	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0000992	umls_ingest	2023-11-29
NCIT:C29807	mesh:D000096	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001002	umls_ingest	2023-11-29
NCIT:C83516	mesh:D000100	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001017	umls_ingest	2023-11-29
NCIT:C199	mesh:D000105	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001026	umls_ingest	2023-11-29
NCIT:C16255	mesh:D000107	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001038	umls_ingest	2023-11-29
NCIT:C87329	mesh:D000108	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001040	umls_ingest	2023-11-29
NCIT:C77840	mesh:D000109	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001041	umls_ingest	2023-11-29
NCIT:C47792	mesh:D002800	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001046	umls_ingest	2023-11-29
NCIT:C200	mesh:D000111	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001047	umls_ingest	2023-11-29
NCIT:C77375	mesh:D000117	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001056	umls_ingest	2023-11-29
NCIT:C83975	mesh:D000117	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001056	umls_ingest	2023-11-29
NCIT:C201	mesh:D000119	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001060	umls_ingest	2023-11-29
NCIT:C75125	mesh:D000120	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001061	umls_ingest	2023-11-29
NCIT:C16259	mesh:D000123	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001068	umls_ingest	2023-11-29
NCIT:C86038	mesh:D000124	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001072	umls_ingest	2023-11-29
NCIT:C32043	mesh:D000125	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001074	umls_ingest	2023-11-29
NCIT:C2850	mesh:D000126	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001075	umls_ingest	2023-11-29
NCIT:C84527	mesh:C579878	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001079	umls_ingest	2023-11-29
NCIT:C34345	mesh:D000130	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001080	umls_ingest	2023-11-29
NCIT:C86079	mesh:D042402	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001084	umls_ingest	2023-11-29
NCIT:C120022	mesh:D000135	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001109	umls_ingest	2023-11-29
NCIT:C29644	mesh:D000136	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001117	umls_ingest	2023-11-29
NCIT:C83504	mesh:D000138	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001122	umls_ingest	2023-11-29
NCIT:C98969	mesh:D000140	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001125	umls_ingest	2023-11-29
NCIT:C28129	mesh:D000141	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001126	umls_ingest	2023-11-29
NCIT:C50728	mesh:D000142	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001127	umls_ingest	2023-11-29
NCIT:C48057	mesh:D000143	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001128	umls_ingest	2023-11-29
NCIT:C76200	mesh:D000150	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001138	umls_ingest	2023-11-29
NCIT:C202	mesh:D015250	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001143	umls_ingest	2023-11-29
NCIT:C27195	mesh:D000152	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001144	umls_ingest	2023-11-29
NCIT:C34346	mesh:D000153	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001145	umls_ingest	2023-11-29
NCIT:C83517	mesh:D031841	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001157	umls_ingest	2023-11-29
NCIT:C87421	mesh:D000157	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001159	umls_ingest	2023-11-29
NCIT:C12996	mesh:D000159	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001162	umls_ingest	2023-11-29
NCIT:C27207	mesh:D000160	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001163	umls_ingest	2023-11-29
NCIT:C16256	mesh:D000162	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001166	umls_ingest	2023-11-29
NCIT:C2851	mesh:D000163	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001175	umls_ingest	2023-11-29
NCIT:C118935	mesh:D000164	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001180	umls_ingest	2023-11-29
NCIT:C76253	mesh:C026620	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001187	umls_ingest	2023-11-29
NCIT:C76253	mesh:D000167	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001187	umls_ingest	2023-11-29
NCIT:C99099	mesh:D000168	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001193	umls_ingest	2023-11-29
NCIT:C84532	mesh:D000169	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001197	umls_ingest	2023-11-29
NCIT:C84533	mesh:D000172	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001206	umls_ingest	2023-11-29
NCIT:C32047	mesh:D000173	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001208	umls_ingest	2023-11-29
NCIT:C32048	mesh:D000174	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001209	umls_ingest	2023-11-29
NCIT:C75297	mesh:D000175	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001210	umls_ingest	2023-11-29
NCIT:C28130	mesh:D000181	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001223	umls_ingest	2023-11-29
NCIT:C4387	mesh:D000182	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001231	umls_ingest	2023-11-29
NCIT:C16257	mesh:D008840	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001239	umls_ingest	2023-11-29
NCIT:C163738	mesh:D000186	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001246	umls_ingest	2023-11-29
NCIT:C86097	mesh:D000188	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001248	umls_ingest	2023-11-29
NCIT:C76201	mesh:D000190	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001250	umls_ingest	2023-11-29
NCIT:C86108	mesh:C000647671	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001252	umls_ingest	2023-11-29
NCIT:C85912	mesh:D000191	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001253	umls_ingest	2023-11-29
NCIT:C84534	mesh:D000193	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001255	umls_ingest	2023-11-29
NCIT:C204	mesh:D003609	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001259	umls_ingest	2023-11-29
NCIT:C34350	mesh:D000196	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001261	umls_ingest	2023-11-29
NCIT:C34351	mesh:D000197	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001264	umls_ingest	2023-11-29
NCIT:C61951	mesh:D000198	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001268	umls_ingest	2023-11-29
NCIT:C16258	mesh:D000199	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001271	umls_ingest	2023-11-29
NCIT:C77524	mesh:D002606	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001275	umls_ingest	2023-11-29
NCIT:C53291	mesh:D000203	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001288	umls_ingest	2023-11-29
NCIT:C93246	mesh:D015669	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001302	umls_ingest	2023-11-29
NCIT:C95437	mesh:D010195	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001339	umls_ingest	2023-11-29
NCIT:C205	mesh:D000212	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001367	umls_ingest	2023-11-29
NCIT:C157214	mesh:D000215	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001383	umls_ingest	2023-11-29
NCIT:C16259	mesh:D000217	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001390	umls_ingest	2023-11-29
NCIT:C79765	mesh:D000219	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001396	umls_ingest	2023-11-29
NCIT:C26689	mesh:D000224	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001403	umls_ingest	2023-11-29
NCIT:C206	mesh:D000225	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001407	umls_ingest	2023-11-29
NCIT:C2852	mesh:D000230	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001418	umls_ingest	2023-11-29
NCIT:C2853	mesh:D000231	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001420	umls_ingest	2023-11-29
NCIT:C51697	mesh:D000233	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001425	umls_ingest	2023-11-29
NCIT:C33318	mesh:D000234	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001428	umls_ingest	2023-11-29
NCIT:C2854	mesh:D000235	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001429	umls_ingest	2023-11-29
NCIT:C2855	mesh:D000236	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001430	umls_ingest	2023-11-29
NCIT:C2856	mesh:D000237	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001431	umls_ingest	2023-11-29
NCIT:C2857	mesh:D000238	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001432	umls_ingest	2023-11-29
NCIT:C6780	mesh:D000239	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001433	umls_ingest	2023-11-29
NCIT:C9474	mesh:D018195	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001442	umls_ingest	2023-11-29
NCIT:C207	mesh:D000241	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001443	umls_ingest	2023-11-29
NCIT:C208	mesh:D000242	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001455	umls_ingest	2023-11-29
NCIT:C94721	mesh:D000245	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001460	umls_ingest	2023-11-29
NCIT:C94724	mesh:D000245	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001460	umls_ingest	2023-11-29
NCIT:C83606	mesh:D000249	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001465	umls_ingest	2023-11-29
NCIT:C16262	mesh:D018047	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001471	umls_ingest	2023-11-29
NCIT:C16263	mesh:D000251	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001473	umls_ingest	2023-11-29
NCIT:C209	mesh:D000255	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001480	umls_ingest	2023-11-29
NCIT:C14179	mesh:D000256	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001483	umls_ingest	2023-11-29
NCIT:C115149	mesh:D000257	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001486	umls_ingest	2023-11-29
NCIT:C54685	mesh:D000267	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001511	umls_ingest	2023-11-29
NCIT:C89528	mesh:D000269	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001516	umls_ingest	2023-11-29
NCIT:C34357	mesh:D000270	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001519	umls_ingest	2023-11-29
NCIT:C76456	mesh:C084829	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001521	umls_ingest	2023-11-29
NCIT:C12472	mesh:D000273	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001527	umls_ingest	2023-11-29
NCIT:C84540	mesh:D000274	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001529	umls_ingest	2023-11-29
NCIT:C92191	mesh:D000275	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001546	umls_ingest	2023-11-29
NCIT:C210	mesh:D000276	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001551	umls_ingest	2023-11-29
NCIT:C2139	mesh:D000276	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001551	umls_ingest	2023-11-29
NCIT:C2140	mesh:D000277	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001552	umls_ingest	2023-11-29
NCIT:C48905	mesh:D009934	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001554	umls_ingest	2023-11-29
NCIT:C38300	mesh:D000286	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001565	umls_ingest	2023-11-29
NCIT:C12321	mesh:D000290	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001575	umls_ingest	2023-11-29
NCIT:C34359	mesh:D000292	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001577	umls_ingest	2023-11-29
NCIT:C39298	mesh:D000293	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001578	umls_ingest	2023-11-29
NCIT:C12396	mesh:D000302	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001613	umls_ingest	2023-11-29
NCIT:C211	mesh:D000305	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001617	umls_ingest	2023-11-29
NCIT:C2322	mesh:D000305	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001617	umls_ingest	2023-11-29
NCIT:C2858	mesh:D000306	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001618	umls_ingest	2023-11-29
NCIT:C26690	mesh:D000307	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001621	umls_ingest	2023-11-29
NCIT:C113208	mesh:D000308	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001622	umls_ingest	2023-11-29
NCIT:C2859	mesh:D000310	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001624	umls_ingest	2023-11-29
NCIT:C12666	mesh:D000311	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001625	umls_ingest	2023-11-29
NCIT:C34360	mesh:D000312	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001627	umls_ingest	2023-11-29
NCIT:C12397	mesh:D000313	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001629	umls_ingest	2023-11-29
NCIT:C2860	mesh:D000314	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001630	umls_ingest	2023-11-29
NCIT:C15177	mesh:D000315	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001632	umls_ingest	2023-11-29
NCIT:C74941	mesh:D004837	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001636	umls_ingest	2023-11-29
NCIT:C29747	mesh:D018663	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001637	umls_ingest	2023-11-29
NCIT:C29709	mesh:D000316	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001640	umls_ingest	2023-11-29
NCIT:C29713	mesh:D000317	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001641	umls_ingest	2023-11-29
NCIT:C48149	mesh:D000318	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001644	umls_ingest	2023-11-29
NCIT:C29576	mesh:D000319	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001645	umls_ingest	2023-11-29
NCIT:C87053	mesh:D000322	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001648	umls_ingest	2023-11-29
NCIT:C157206	mesh:D000327	oboinowl:hasDbXref	semapv:MappingChaining	umls:C0001674	umls_ingest	2023-11-29
